date,County,latitude,longitude,precipitation_amount_mm,air_temp_celsius,dew_point_air_temp_celsius,relative_humidity_precent,mean_sea_level_pressure,mean_hourly_wind_speed_knots,mean_hourly_wind_speed_kph,wind_gust_kph,wind_direction_degrees,wind_geo_direction
28/02/2024 00:00,Donegal,55.372,-7.339,0,7.2,3.8,78.99,1015,7.56,14,26.6,217.8,SW
28/02/2024 01:00,Donegal,55.372,-7.339,0,6.7,3.6,80.6,1014,7.99,14.8,28.1,211.2,SW
28/02/2024 02:00,Donegal,55.372,-7.339,0,6.6,3.7,81.73,1014,7.99,14.8,28.8,210.1,SW
28/02/2024 03:00,Donegal,55.372,-7.339,0,6.4,2.7,77.21,1012,8.15,15.1,28.8,192.9,S
28/02/2024 04:00,Donegal,55.372,-7.339,0.5,6.2,2.6,77.73,1011,10.31,19.1,33.8,177.5,S
28/02/2024 05:00,Donegal,55.372,-7.339,0.7,6,2.6,78.81,1009,14.2,26.3,46.4,173.6,S
28/02/2024 06:00,Donegal,55.372,-7.339,0.3,5.6,2.9,82.76,1007,16.74,31,55.1,179.3,S
28/02/2024 07:00,Donegal,55.372,-7.339,0,7,4,81.21,1007,11.07,20.5,44.6,220,SW
28/02/2024 08:00,Donegal,55.372,-7.339,0,6.5,4.5,87.05,1005.9,17.6,32.6,60.5,180,S
28/02/2024 09:00,Donegal,55.372,-7.339,0,7.6,6,89.23,1005.2,14.36,26.6,54,202,S
28/02/2024 10:00,Donegal,55.372,-7.339,0,8.6,7.1,90.3,1005,14.47,26.8,50.8,213,SW
28/02/2024 11:00,Donegal,55.372,-7.339,0,9.6,8.1,90.37,1004.8,14.09,26.1,48.6,212,SW
28/02/2024 12:00,Donegal,55.372,-7.339,0,11.1,9.8,91.58,1004,14.58,27,39.6,212,SW
28/02/2024 13:00,Donegal,55.372,-7.339,0,11.7,10,88.81,1003.6,12.8,23.7,42.8,220,SW
28/02/2024 14:00,Donegal,55.372,-7.339,0.1,11.4,9.8,89.54,1001.8,13.77,25.5,42.1,212,SW
28/02/2024 15:00,Donegal,55.372,-7.339,0.6,11.4,10,90.62,1000.8,13.45,24.9,37.8,202,S
28/02/2024 16:00,Donegal,55.372,-7.339,0.9,12.1,10.3,88.52,999.8,16.15,29.9,42.1,207,SW
28/02/2024 17:00,Donegal,55.372,-7.339,0.8,12.1,9.8,85.61,998.8,18.14,33.6,43.9,220,SW
28/02/2024 18:00,Donegal,55.372,-7.339,0.9,11.6,9.8,88.48,997.8,15.12,28,61.2,220,SW
28/02/2024 19:00,Donegal,55.372,-7.339,0,11.5,8.5,81.82,997.8,20.79,38.5,59.4,230,SW
28/02/2024 20:00,Donegal,55.372,-7.339,0.1,12,8,76.51,997,21.98,40.7,57.6,230,SW
28/02/2024 21:00,Donegal,55.372,-7.339,0,11,7,76.35,997,24.08,44.6,61.2,240,SW
28/02/2024 22:00,Donegal,55.372,-7.339,0,9,6,81.48,997,15.93,29.5,65.9,240,SW
28/02/2024 23:00,Donegal,55.372,-7.339,0,7.5,4,78.48,997,19.44,36,67.3,236.1,SW
29/02/2024 00:00,Westmeath,53.537,-7.362,0,8,6,87.19,1001.4,16.47,30.5,43.2,250,W
29/02/2024 01:00,Westmeath,53.537,-7.362,0,7.4,4.5,81.86,1002,16.25,30.1,52.6,250,W
29/02/2024 02:00,Westmeath,53.537,-7.362,0,7,4,81.21,1002,13.88,25.7,38.9,244,SW
29/02/2024 03:00,Westmeath,53.537,-7.362,0,6.4,3,78.61,1001.4,14.09,26.1,41.4,241,SW
29/02/2024 04:00,Westmeath,53.537,-7.362,0,6,3,81.07,1001,13.99,25.9,37.4,250,W
29/02/2024 05:00,Westmeath,53.537,-7.362,0,5.4,2,78.45,1001,11.39,21.1,33.8,230,SW
29/02/2024 06:00,Westmeath,53.537,-7.362,0,4.4,2,84.11,1001,10.75,19.9,29.9,230,SW
29/02/2024 07:00,Westmeath,53.537,-7.362,0,5,2,80.94,1001,11.83,21.9,30.2,226,SW
29/02/2024 08:00,Westmeath,53.537,-7.362,0,5,2,80.94,1001,10.96,20.3,32,230,SW
29/02/2024 09:00,Westmeath,53.537,-7.362,0,5,2,80.94,1001,13.55,25.1,35.3,226,SW
29/02/2024 10:00,Westmeath,53.537,-7.362,0,6,3,81.07,1001,13.45,24.9,39.2,240,SW
29/02/2024 11:00,Westmeath,53.537,-7.362,0,7,2.5,73.31,1001,15.07,27.9,40.3,240,SW
29/02/2024 12:00,Westmeath,53.537,-7.362,0,7,2,70.49,1000,12.69,23.5,43.2,240,SW
29/02/2024 13:00,Westmeath,53.537,-7.362,0.1,8,1.5,63.76,1000,12.69,23.5,38.9,241,SW
29/02/2024 14:00,Westmeath,53.537,-7.362,0.1,6.4,1.6,71.43,999,11.07,20.5,46.4,230,SW
29/02/2024 15:00,Westmeath,53.537,-7.362,0.3,5.8,1.1,71.33,999,12.15,22.5,48.6,240,SW
29/02/2024 16:00,Westmeath,53.537,-7.362,0,5.4,1.5,75.98,998.6,11.61,21.5,46.8,230,SW
29/02/2024 17:00,Westmeath,53.537,-7.362,0,2.4,1.4,93.11,999,12.69,23.5,41.4,269,W
29/02/2024 18:00,Westmeath,53.537,-7.362,0,2.4,1,90.16,997.4,7.56,14,25.6,224,SW
29/02/2024 19:00,Westmeath,53.537,-7.362,0,3,0.4,83.31,997,9.34,17.3,26.3,207,SW
29/02/2024 20:00,Westmeath,53.537,-7.362,0,2.4,-0.6,80.58,996.4,8.59,15.9,24.1,206,SW
29/02/2024 21:00,Westmeath,53.537,-7.362,0,2,-0.5,83.82,995,8.59,15.9,24.5,180,S
29/02/2024 22:00,Westmeath,53.537,-7.362,0.1,2.4,-1.5,75.46,993.4,6.1,11.3,27.4,119,SE
29/02/2024 23:00,Westmeath,53.537,-7.362,0.6,2.8,-1,75.54,992.4,6.48,12,28.1,128,SE
29/02/2024 00:00,Tipperary,53.035,-8.009,0,8,4,75.85,1004,13.01,24.1,36.4,240,SW
29/02/2024 01:00,Tipperary,53.035,-8.009,0,7,3,75.68,1004,13.99,25.9,38.9,250,W
29/02/2024 02:00,Tipperary,53.035,-8.009,0,6,3,81.07,1004,15.93,29.5,53.6,250,W
29/02/2024 03:00,Tipperary,53.035,-8.009,0,6,3,81.07,1003,12.04,22.3,33.8,240,SW
29/02/2024 04:00,Tipperary,53.035,-8.009,0,6,3,81.07,1003,8.96,16.6,31.7,240,SW
29/02/2024 05:00,Tipperary,53.035,-8.009,0,6,3,81.07,1003,7.02,13,29.5,190,S
29/02/2024 06:00,Tipperary,53.035,-8.009,0,6,3,81.07,1003,9.94,18.4,28.4,230,SW
29/02/2024 07:00,Tipperary,53.035,-8.009,0,5,3,86.9,1003,7.99,14.8,30.2,200,S
29/02/2024 08:00,Tipperary,53.035,-8.009,0,6,3,81.07,1003,7.99,14.8,31.3,230,SW
29/02/2024 09:00,Tipperary,53.035,-8.009,0,6,2,75.51,1003,9.94,18.4,32.4,240,SW
29/02/2024 10:00,Tipperary,53.035,-8.009,0.1,6,3,81.07,1003,9.94,18.4,40,220,SW
29/02/2024 11:00,Tipperary,53.035,-8.009,0,7,3,75.68,1002,11.07,20.5,42.1,210,SW
29/02/2024 12:00,Tipperary,53.035,-8.009,0.1,7,2,70.49,1002,15.93,29.5,43.9,230,SW
29/02/2024 13:00,Tipperary,53.035,-8.009,0.2,6,1,70.29,1002,14.96,27.7,46.8,260,W
29/02/2024 14:00,Tipperary,53.035,-8.009,0.5,3,1,86.7,1002,20.03,37.1,66.6,250,W
29/02/2024 15:00,Tipperary,53.035,-8.009,0.2,5,2,80.94,1001,15.93,29.5,50,250,W
29/02/2024 16:00,Tipperary,53.035,-8.009,0.2,6,2,75.51,1000,9.94,18.4,44.6,240,SW
29/02/2024 17:00,Tipperary,53.035,-8.009,0.1,6,2,75.51,999,9.94,18.4,43.2,170,S
29/02/2024 18:00,Tipperary,53.035,-8.009,0,5,2,80.94,998,7.99,14.8,23,180,S
29/02/2024 19:00,Tipperary,53.035,-8.009,0,4,2,86.8,996,12.04,22.3,23.4,160,S
29/02/2024 20:00,Tipperary,53.035,-8.009,0,5,2,80.94,994,12.04,22.3,23,150,SE
29/02/2024 21:00,Tipperary,53.035,-8.009,0,4,2,86.8,991,11.07,20.5,28.8,140,SE
29/02/2024 22:00,Tipperary,53.035,-8.009,0.3,4,2,86.8,990,14.96,27.7,33.8,160,S
29/02/2024 23:00,Tipperary,53.035,-8.009,0.3,3,2,93.14,989,7.99,14.8,37.8,190,S
29/02/2024 00:00,Roscommon,53.727,-7.981,0,7.5,3.5,75.77,1002,13.01,24.1,41.4,243.5,SW
29/02/2024 01:00,Roscommon,53.727,-7.981,0,6.6,3.7,81.73,1002,12.26,22.7,42.1,239.1,SW
29/02/2024 02:00,Roscommon,53.727,-7.981,0,6.4,2.9,78.31,1001,11.88,22,39.6,240.3,SW
29/02/2024 03:00,Roscommon,53.727,-7.981,0,6,2.6,78.81,1001,11.29,20.9,37.1,238.8,SW
29/02/2024 04:00,Roscommon,53.727,-7.981,0,5.6,2.6,81.02,1001,10.91,20.2,34.9,234.6,SW
29/02/2024 05:00,Roscommon,53.727,-7.981,0,5.5,2.7,82.16,1001,11.29,20.9,35.3,232.6,SW
29/02/2024 06:00,Roscommon,53.727,-7.981,0,5.3,2.6,82.72,1000,10.1,18.7,32,227.4,SW
29/02/2024 07:00,Roscommon,53.727,-7.981,0,5.1,2.5,83.29,1000,9.94,18.4,32.4,227.6,SW
29/02/2024 08:00,Roscommon,53.727,-7.981,0,2.3,2,97.29,999,7.83,14.5,32,212,SW
29/02/2024 09:00,Roscommon,53.727,-7.981,0,3,2.3,95.74,999,7.24,13.4,33.5,210,SW
29/02/2024 10:00,Roscommon,53.727,-7.981,0,4.3,2.3,86.84,998.6,10.69,19.8,41,197,S
29/02/2024 11:00,Roscommon,53.727,-7.981,0,4.7,2.7,86.88,998,6.64,12.3,29.5,202,S
29/02/2024 12:00,Roscommon,53.727,-7.981,0,5.3,1.7,77.52,998,11.07,20.5,47.9,222,SW
29/02/2024 13:00,Roscommon,53.727,-7.981,0.2,2.3,2.3,100,998,21.82,40.4,55.4,258,W
29/02/2024 14:00,Roscommon,53.727,-7.981,0.2,2.7,2.7,100,997.6,13.99,25.9,44.6,252,W
29/02/2024 15:00,Roscommon,53.727,-7.981,0.2,3.3,2,90.63,997,13.45,24.9,44.2,242,SW
29/02/2024 16:00,Roscommon,53.727,-7.981,0.1,4,2.3,89.22,996,5.56,10.3,42.5,190,S
29/02/2024 17:00,Roscommon,53.727,-7.981,0,3.3,2.3,93.16,995,6.75,12.5,40.7,190,S
29/02/2024 18:00,Roscommon,53.727,-7.981,0,3,2,93.14,994,7.02,13,26.6,170,S
29/02/2024 19:00,Roscommon,53.727,-7.981,0,3,2,93.14,993,11.07,20.5,26.6,140,SE
29/02/2024 20:00,Roscommon,53.727,-7.981,0,3.3,1.3,86.73,995,8.96,16.6,28.4,173.8,S
29/02/2024 21:00,Roscommon,53.727,-7.981,0.2,3.2,1.5,88.6,993,9.72,18,31.3,164.6,S
29/02/2024 22:00,Roscommon,53.727,-7.981,0.1,3,1.2,87.95,992,8.75,16.2,31,152.9,SE
29/02/2024 23:00,Roscommon,53.727,-7.981,0.7,2.2,1,91.77,990,10.48,19.4,34.2,145.3,SE
29/02/2024 00:00,Meath,53.516,-6.66,0,8,6,87.19,1001.5,16.09,29.8,40.7,250,W
29/02/2024 01:00,Meath,53.516,-6.66,0,7.4,4.5,81.34,1002,16.04,29.7,52.7,250,W
29/02/2024 02:00,Meath,53.516,-6.66,0,7,4,81.21,1002,13.55,25.1,38.9,245,SW
29/02/2024 03:00,Meath,53.516,-6.66,0,6.4,3,78.36,1001.5,13.55,25.1,42.5,240,SW
29/02/2024 04:00,Meath,53.516,-6.66,0,6,3,81.07,1001,13.55,25.1,41,250,W
29/02/2024 05:00,Meath,53.516,-6.66,0,5.4,2,78.2,1001,11.02,20.4,35.3,230,SW
29/02/2024 06:00,Meath,53.516,-6.66,0,4.4,2,83.84,1001,10.53,19.5,28.1,230,SW
29/02/2024 07:00,Meath,53.516,-6.66,0,5,2,80.94,1001,11.5,21.3,29.2,225,SW
29/02/2024 08:00,Meath,53.516,-6.66,0,5,2,80.94,1001,10.53,19.5,31.7,230,SW
29/02/2024 09:00,Meath,53.516,-6.66,0,5,2,80.94,1001,13.07,24.2,35.6,225,SW
29/02/2024 10:00,Meath,53.516,-6.66,0,6,3,81.07,1001,13.07,24.2,39.6,240,SW
29/02/2024 11:00,Meath,53.516,-6.66,0,7,2.5,73.08,1001,14.53,26.9,43.9,240,SW
29/02/2024 12:00,Meath,53.516,-6.66,0,7,2,70.49,1000,12.47,23.1,40.7,240,SW
29/02/2024 13:00,Meath,53.516,-6.66,0,8,1.5,63.55,1000,12.58,23.3,38.9,240,SW
29/02/2024 14:00,Meath,53.516,-6.66,0.2,6.4,1.5,70.51,999,11.02,20.4,46.4,230,SW
29/02/2024 15:00,Meath,53.516,-6.66,0.1,5.9,1,70.4,999,11.99,22.2,44.6,240,SW
29/02/2024 16:00,Meath,53.516,-6.66,0.1,5.4,1.5,75.49,998.5,11.5,21.3,44.6,230,SW
29/02/2024 17:00,Meath,53.516,-6.66,0.1,2.4,1.4,93.11,999,12.47,23.1,40.3,270,W
29/02/2024 18:00,Meath,53.516,-6.66,0,2.4,1,89.87,997.5,7.51,13.9,25.6,225,SW
29/02/2024 19:00,Meath,53.516,-6.66,0,3,0.4,83.59,997,9.07,16.8,26.3,205,SW
29/02/2024 20:00,Meath,53.516,-6.66,0,2.4,-0.6,80.58,996.5,8.48,15.7,24.1,205,SW
29/02/2024 21:00,Meath,53.516,-6.66,0,2,-0.5,83.54,995,8.48,15.7,24.1,180,S
29/02/2024 22:00,Meath,53.516,-6.66,0,2.4,-1.5,74.96,993.5,6.05,11.2,22.7,120,SE
29/02/2024 23:00,Meath,53.516,-6.66,0,2.9,-1,75.05,992.5,6.48,12,19.8,130,SE
29/02/2024 00:00,Mayo,53.711,-8.993,0,6.8,3.3,78.37,1002,11.45,21.2,34.6,244.8,SW
29/02/2024 01:00,Mayo,53.711,-8.993,0,6.5,2.8,77.22,1002,11.29,20.9,36,246.9,SW
29/02/2024 02:00,Mayo,53.711,-8.993,0,6.2,2.8,78.84,1001,10.48,19.4,34.2,246.5,SW
29/02/2024 03:00,Mayo,53.711,-8.993,0,6,2.7,79.37,1001,9.34,17.3,32,240.2,SW
29/02/2024 04:00,Mayo,53.711,-8.993,0,5.8,2.8,81.05,1001,9.94,18.4,29.9,242.9,SW
29/02/2024 05:00,Mayo,53.711,-8.993,0,5.7,2.8,81.61,1001,9.5,17.6,30.2,244,SW
29/02/2024 06:00,Mayo,53.711,-8.993,0,5.1,2.5,83.29,1000,8.53,15.8,25.9,237.1,SW
29/02/2024 07:00,Mayo,53.711,-8.993,0,4.8,2.2,83.25,1000,7.56,14,25.9,235.2,SW
29/02/2024 08:00,Mayo,53.711,-8.993,0,2.1,2,99.23,999,8.64,16,24.1,218,SW
29/02/2024 09:00,Mayo,53.711,-8.993,0,2.9,2.1,93.87,999,7.78,14.4,27.4,210,SW
29/02/2024 10:00,Mayo,53.711,-8.993,0,4.1,2.1,86.81,998.9,12.37,22.9,35.6,213,SW
29/02/2024 11:00,Mayo,53.711,-8.993,0.1,4.2,2.2,86.82,998,6.91,12.8,29.5,208,SW
29/02/2024 12:00,Mayo,53.711,-8.993,0.3,5.1,1.2,75.95,998,11.07,20.5,41.8,228,SW
29/02/2024 13:00,Mayo,53.711,-8.993,0.5,2.1,2.1,100,998,22.63,41.9,55.4,267,W
29/02/2024 14:00,Mayo,53.711,-8.993,0.6,2.2,2.2,100,997.9,13.99,25.9,44.6,258,W
29/02/2024 15:00,Mayo,53.711,-8.993,0.2,3.1,2,92.42,997,10.91,20.2,39.1,248,W
29/02/2024 16:00,Mayo,53.711,-8.993,0,3.9,2.1,87.48,996,4.48,8.3,38.9,190,S
29/02/2024 17:00,Mayo,53.711,-8.993,0,3.1,2.1,93.14,995,6.26,11.6,33.1,190,S
29/02/2024 18:00,Mayo,53.711,-8.993,0,3,2,93.14,994,7.02,13,24.5,170,S
29/02/2024 19:00,Mayo,53.711,-8.993,0,3,2,93.14,993,11.07,20.5,27,140,SE
29/02/2024 20:00,Mayo,53.711,-8.993,0.1,3.3,1.9,90.54,993,10.1,18.7,31.3,169.4,S
29/02/2024 21:00,Mayo,53.711,-8.993,2.2,2.9,1.6,91.16,992,10.69,19.8,33.5,170.1,S
29/02/2024 22:00,Mayo,53.711,-8.993,2.9,2.3,1,91.12,990,9.72,18,36.4,162.7,S
29/02/2024 23:00,Mayo,53.711,-8.993,1.2,1.9,1.1,94.43,990,7.4,13.7,29.5,168.1,S
29/02/2024 00:00,Kerry,51.938,-10.241,0,8.4,3.3,70.27,1007,15.77,29.2,49.7,275,W
29/02/2024 01:00,Kerry,51.938,-10.241,0,8.2,2.7,68.27,1007,14.58,27,49,273.8,W
29/02/2024 02:00,Kerry,51.938,-10.241,0,7.9,2.7,69.67,1006,14.2,26.3,45.4,269,W
29/02/2024 03:00,Kerry,51.938,-10.241,0,7.9,2.7,69.67,1006,13.99,25.9,43.9,264.1,W
29/02/2024 04:00,Kerry,51.938,-10.241,0.1,7.1,4.1,81.22,1006,15.77,29.2,53.6,266,W
29/02/2024 05:00,Kerry,51.938,-10.241,0.2,6.8,3.5,79.49,1006,15.34,28.4,52.9,268.2,W
29/02/2024 06:00,Kerry,51.938,-10.241,0.1,6.1,2.4,77.16,1005,15.34,28.4,48.6,274.7,W
29/02/2024 07:00,Kerry,51.938,-10.241,0,5.9,2.4,78.23,1005,13.82,25.6,47.9,275.4,W
29/02/2024 08:00,Kerry,51.938,-10.241,0.1,5.8,1.9,76.02,1006,14.58,27,47.5,275.1,W
29/02/2024 09:00,Kerry,51.938,-10.241,0.2,4,2,86.8,1004,9.94,18.4,52.9,210,SW
29/02/2024 10:00,Kerry,51.938,-10.241,0.2,6,4,87,1004,9.94,18.4,55.1,230,SW
29/02/2024 11:00,Kerry,51.938,-10.241,0.1,6,2,75.51,1004,6.05,11.2,58.3,270,W
29/02/2024 12:00,Kerry,51.938,-10.241,0.3,8,4,75.85,1003,13.01,24.1,57.2,250,W
29/02/2024 13:00,Kerry,51.938,-10.241,0,6,3,81.07,1003,7.99,14.8,60.8,270,W
29/02/2024 14:00,Kerry,51.938,-10.241,0.6,6.2,2,74.48,1005,18.25,33.8,64.8,275.8,W
29/02/2024 15:00,Kerry,51.938,-10.241,0.3,7,4,81.21,1002,13.01,24.1,64.4,240,SW
29/02/2024 16:00,Kerry,51.938,-10.241,0,6.3,0.7,67.38,1003,15.93,29.5,60.1,259.3,W
29/02/2024 17:00,Kerry,51.938,-10.241,0,6,2,75.51,1000,13.01,24.1,53.3,250,W
29/02/2024 18:00,Kerry,51.938,-10.241,0.2,5.7,2.6,80.46,999,14.8,27.4,48.2,230.5,SW
29/02/2024 19:00,Kerry,51.938,-10.241,0,5.2,3,85.7,997,14.58,27,50.4,220.7,SW
29/02/2024 20:00,Kerry,51.938,-10.241,1.6,5.4,3.7,88.79,995,14.58,27,51.8,239.5,SW
29/02/2024 21:00,Kerry,51.938,-10.241,0.8,5.8,3.3,83.97,993,13.82,25.6,47.9,256.3,W
29/02/2024 22:00,Kerry,51.938,-10.241,0.4,5.6,3,83.35,992,14.8,27.4,50.4,276.1,W
29/02/2024 23:00,Kerry,51.938,-10.241,0.5,5.1,1.6,78.11,992,16.31,30.2,55.4,297.2,NW
29/02/2024 00:00,Galway,53.326,-9.901,0,8.6,3.9,72.32,1003,25.87,47.9,67.7,261.6,W
29/02/2024 01:00,Galway,53.326,-9.901,0,8.4,3.4,70.77,1003,25.06,46.4,68.4,263.3,W
29/02/2024 02:00,Galway,53.326,-9.901,0,8.4,3.7,72.28,1002,24.3,45,65.5,258.1,W
29/02/2024 03:00,Galway,53.326,-9.901,0.1,8.1,4,75.34,1002,25.27,46.8,69.8,258.7,W
29/02/2024 04:00,Galway,53.326,-9.901,0.1,7.7,4,77.42,1002,24.3,45,69.8,260.1,W
29/02/2024 05:00,Galway,53.326,-9.901,0.2,7.4,4,79.02,1002,24.3,45,67.7,263,W
29/02/2024 06:00,Galway,53.326,-9.901,0.3,7.1,2.9,74.63,1001,21.6,40,59.4,264.5,W
29/02/2024 07:00,Galway,53.326,-9.901,0,7,2.6,73.57,1001,21.76,40.3,58.3,266.7,W
29/02/2024 08:00,Galway,53.326,-9.901,0.3,6.8,1.8,70.45,1002,21.6,40,58.7,265.5,W
29/02/2024 09:00,Galway,53.326,-9.901,0.1,6.6,2.4,74.55,1002,21.17,39.2,58.3,262.9,W
29/02/2024 10:00,Galway,53.326,-9.901,0.3,6.4,2.5,76.12,1002,22.14,41,57.6,259.2,W
29/02/2024 11:00,Galway,53.326,-9.901,0.6,5.9,2.8,80.49,1002,22.36,41.4,59,265.5,W
29/02/2024 12:00,Galway,53.326,-9.901,0.7,5.9,3.4,83.98,1001,19.82,36.7,50.4,274.2,W
29/02/2024 13:00,Galway,53.326,-9.901,0,5.9,2.9,81.06,1001,20.79,38.5,55.8,275,W
29/02/2024 14:00,Galway,53.326,-9.901,0.6,6.3,2.2,75.03,1000,22.73,42.1,60.5,274.7,W
29/02/2024 15:00,Galway,53.326,-9.901,0.4,6,2.4,77.69,1000,21.01,38.9,60.5,268.6,W
29/02/2024 16:00,Galway,53.326,-9.901,0.3,6.1,1.8,73.93,999,18.68,34.6,56.9,257.3,W
29/02/2024 17:00,Galway,53.326,-9.901,0.2,6.7,1,66.98,998,19.06,35.3,52.2,244.2,SW
29/02/2024 18:00,Galway,53.326,-9.901,0.1,6.6,1.9,71.94,995,18.25,33.8,47.5,223.9,SW
29/02/2024 19:00,Galway,53.326,-9.901,0,5.6,3.3,85.14,994,19.82,36.7,50.8,226.3,SW
29/02/2024 20:00,Galway,53.326,-9.901,2,5.2,2.9,85.09,992,17.71,32.8,50.4,212,SW
29/02/2024 21:00,Galway,53.326,-9.901,2.2,5.3,3.1,85.71,991,13.61,25.2,46.1,226.7,SW
29/02/2024 22:00,Galway,53.326,-9.901,0.9,5.3,3.5,88.16,990,13.82,25.6,34.9,261.2,W
29/02/2024 23:00,Galway,53.326,-9.901,1.1,5.4,3,84.51,989,13.99,25.9,37.4,293.3,NW
29/02/2024 00:00,Dublin,53.428,-6.241,0,7.9,6,87.19,1002,12.04,22.3,44.6,250,W
29/02/2024 01:00,Dublin,53.428,-6.241,0,7.9,4,75.86,1002,13.99,25.9,53.6,250,W
29/02/2024 02:00,Dublin,53.428,-6.241,0,7,4,81.21,1002,9.94,18.4,38.9,250,W
29/02/2024 03:00,Dublin,53.428,-6.241,0,6.9,2.9,75.69,1002,7.99,14.8,43.9,230,SW
29/02/2024 04:00,Dublin,53.428,-6.241,0,6,2.9,81.07,1001,8.96,16.6,45,250,W
29/02/2024 05:00,Dublin,53.428,-6.241,0,5.9,2,75.52,1001,7.02,13,42.8,230,SW
29/02/2024 06:00,Dublin,53.428,-6.241,0,4.9,2,80.94,1001,7.99,14.8,33.8,230,SW
29/02/2024 07:00,Dublin,53.428,-6.241,0,5,2,80.94,1001,7.99,14.8,38.2,220,SW
29/02/2024 08:00,Dublin,53.428,-6.241,0,5,2,80.94,1001,6.05,11.2,40,230,SW
29/02/2024 09:00,Dublin,53.428,-6.241,0,5,2,80.94,1001,7.99,14.8,42.5,220,SW
29/02/2024 10:00,Dublin,53.428,-6.241,0,6,2.9,81.07,1001,8.96,16.6,42.1,240,SW
29/02/2024 11:00,Dublin,53.428,-6.241,0,7,2,70.5,1001,8.96,16.6,49,240,SW
29/02/2024 12:00,Dublin,53.428,-6.241,0,7,2,70.49,1000,9.94,18.4,41.8,240,SW
29/02/2024 13:00,Dublin,53.428,-6.241,0,7.9,1,61.29,1000,11.07,20.5,38.9,230,SW
29/02/2024 14:00,Dublin,53.428,-6.241,0,6.9,0,61.06,999,9.94,18.4,46.4,230,SW
29/02/2024 15:00,Dublin,53.428,-6.241,0.1,6.9,0,61.06,999,9.94,18.4,49.3,240,SW
29/02/2024 16:00,Dublin,53.428,-6.241,0,5.9,1,70.3,998,9.94,18.4,46.4,230,SW
29/02/2024 17:00,Dublin,53.428,-6.241,0,2.9,1.9,93.14,999,9.94,18.4,41.8,280,W
29/02/2024 18:00,Dublin,53.428,-6.241,0,2.9,1,86.71,998,7.02,13,30.6,230,SW
29/02/2024 19:00,Dublin,53.428,-6.241,0,2.9,0.9,86.69,997,6.05,11.2,31.7,190,S
29/02/2024 20:00,Dublin,53.428,-6.241,0,2.9,-0.1,80.65,997,7.02,13,26.6,200,S
29/02/2024 21:00,Dublin,53.428,-6.241,0,2,-1,80.52,995,7.02,13,23.4,180,S
29/02/2024 22:00,Dublin,53.428,-6.241,0,2.9,-2,69.69,994,5.08,9.4,20.2,130,SE
29/02/2024 23:00,Dublin,53.428,-6.241,0,3.9,-1,69.89,993,7.02,13,16.6,150,SE
29/02/2024 00:00,Cork,51.847,-8.486,0,7,5,87.09,1006,9.94,18.4,29.2,260,W
29/02/2024 01:00,Cork,51.847,-8.486,0,6,4,87,1006,6.05,11.2,29.5,250,W
29/02/2024 02:00,Cork,51.847,-8.486,0,6,3,81.07,1005,7.99,14.8,29.5,260,W
29/02/2024 03:00,Cork,51.847,-8.486,0,5,3,86.9,1005,7.02,13,28.8,250,W
29/02/2024 04:00,Cork,51.847,-8.486,0,3,1,86.7,1005,7.02,13,24.8,250,W
29/02/2024 05:00,Cork,51.847,-8.486,0,3,1,86.7,1004,5.08,9.4,22.7,230,SW
29/02/2024 06:00,Cork,51.847,-8.486,0,2,1,93.08,1004,7.02,13,26.3,230,SW
29/02/2024 07:00,Cork,51.847,-8.486,0,2,1,93.08,1003,6.05,11.2,27.7,230,SW
29/02/2024 08:00,Cork,51.847,-8.486,0,3,1,86.7,1004,7.02,13,26.6,240,SW
29/02/2024 09:00,Cork,51.847,-8.486,0,4,1.9,86.8,1004,6.05,11.2,31.3,230,SW
29/02/2024 10:00,Cork,51.847,-8.486,0,6,3,81.07,1004,7.99,14.8,40.3,260,W
29/02/2024 11:00,Cork,51.847,-8.486,0,6.9,1.9,70.49,1004,9.94,18.4,44.3,270,W
29/02/2024 12:00,Cork,51.847,-8.486,0,7,2,70.49,1003,11.07,20.5,45,240,SW
29/02/2024 13:00,Cork,51.847,-8.486,0.2,6,2,75.51,1003,11.07,20.5,51.1,260,W
29/02/2024 14:00,Cork,51.847,-8.486,0.1,5,2,80.94,1003,9.94,18.4,53.3,280,W
29/02/2024 15:00,Cork,51.847,-8.486,0,3,2,93.14,1002,11.07,20.5,55.1,290,W
29/02/2024 16:00,Cork,51.847,-8.486,0,5,0,70.09,1001,13.99,25.9,50.4,260,W
29/02/2024 17:00,Cork,51.847,-8.486,0,4,1,80.8,1001,9.94,18.4,46.4,230,SW
29/02/2024 18:00,Cork,51.847,-8.486,0,4,1,80.8,999,8.96,16.6,25.2,210,SW
29/02/2024 19:00,Cork,51.847,-8.486,0,3,1,86.7,998,9.94,18.4,26.3,210,SW
29/02/2024 20:00,Cork,51.847,-8.486,0,4,2,86.8,996,7.99,14.8,24.5,200,S
29/02/2024 21:00,Cork,51.847,-8.486,1.6,4,4,100,993,12.04,22.3,39.2,200,S
29/02/2024 22:00,Cork,51.847,-8.486,1.4,4,4,100,990,13.99,25.9,38.5,210,SW
29/02/2024 23:00,Cork,51.847,-8.486,0.4,4,3,93.19,989,7.99,14.8,28.4,220,SW
29/02/2024 00:00,Clare,52.69,-8.918,0,8,4,75.85,1004,13.01,24.1,42.5,240,SW
29/02/2024 01:00,Clare,52.69,-8.918,0,7,3,75.68,1004,13.99,25.9,42.8,250,W
